Borough,Site Name,Site Address,Postcode,Type of Site,Grid ref easting,Grid ref northing,Open to Public,Opening times,Site Ref
Bexley,Southmere Park,"Hartslock Drive, Thamesmead",SE2 9XA,Public Park,547976,180285,Yes,8am - dusk,BEX054
Bexley,St James's Churchyard,"St James's Way, North Cray Road, Sidcup",DA14 5LT,Churchyard,548413,171752,Yes,unrestricted,BEX046
Bexley,"St John the Baptist Churchyard, Erith","West Street, Erith",DA8 1AX,Churchyard,550710,178740,Yes,unrestricted,BEX047
Bexley,"St John the Evangelist Church, Bexley","Parkhill Road, Bexley",DA5 1HX,Churchyard,546490,171569,Yes,unrestricted,BEX048a
Bexley,St John the Evangelist Churchyard,"Church Road, Sidcup, Kent",DA14 6BX,Churchyard,546490,171569,Yes,unrestricted,BEX048
Bexley,St Mary's Churchyard and Burial Ground,"Manor Road, Bexley, Kent",DA5 3LX,Churchyard,549822,173442,Yes,unrestricted,BEX049
Bexley,"St Paulinus Churchyard & Burial Ground, and St Paulinus Gardens","Perry Street/Church Hill, Crayford",DA1 4RB,Churchyard,551140,175170,Yes,unrestricted. Church normally open 9am-noon Mon-Sat,BEX050
Bexley,Stevens Park,Selsey Crescent,DA16 1EZ,Public Park,547428,176763,Yes,8am- dusk,BEX055
Bexley,Styleman Almshouses,"13-35 High Street, Bexley",DA5 1AB,Private Garden,549370,173600,No,private,BEX056
Bexley,"The Crescent, Sidcup","The Crescent, adjacent Main Road, Sidcup, Kent",DA14 6N,Public Gardens,545894,171792,Yes,unrestricted,BEX011
Bexley,"The Green, Sidcup","Sidcup, Kent",DA14 6BS,Public Gardens,546228,171421,Yes,unrestricted,BEX020
Bexley,The Hollies,"Burnt Oak Lane/Willersley Avenue, Sidcup",DA15 8WN,Housing/Estate Landscaping,545970,173250,Yes,"private estate, with some public access",BEX024
Bexley,The Oval,"The Oval, Willersley Avenue, Sidcup",DA15 9E,Public Gardens,546260,173874,Yes,unrestricted,BEX042
Bexley,Vale Mascal and Gothic Bath House,"128 and 112 North Cray Road, Old Bexley, Kent",DA5 3NB/3NA,Garden Feature Remnants,549216,172862,By appointment only,"Vale Mascal private, no access. The Bath House is open occasionally by appointment with the owner.",BEX057
Bexley,Victoria Homes,54-64 Bourne Road,DA5 1LU,Private Garden,549611,173838,No,private,BEX058
Bexley,Waring Park,"Lansdown Road, Sidcup",DA14 4JL,Public Park,546793,172404,Yes,7.30 am - dusk,BEX059
Bexley,Willersley Park,"Willersley Avenue, Sidcup",DA15 9EP,Public Park,546121,173631,Yes,7.30am - dusk/ 9.00am - dusk weekends and Bank Holidays,BEX060
Brent,Alperton Cemetery,"Clifford Road/Bridgewater Road, Alperton",HA0 1AF,Cemetery,517470,184130,Yes,"9am-4pm (Jan/Feb/Nov/Dec) - 5pm (Oct) - 6pm (Mar) - 7pm (April, Sept) - 8pm (May - August). Chapel opened for London Open House - 2000)",BRE001
Brent,Barham Park,"Harrow Road/Watford Road, Wembley",HA0 2HB,Public Park,517253,185145,Yes,unrestricted,BRE003
Brent,"Brent River Park, formerly Tokyngton Recreation Ground and St Raphael's Open Space","Monks Park Gardens, Tokyngton",HA9,Public Park,520084,184756,Yes,unrestricted,BRE036
Brent,Brent Town Hall,"Forty Lane/The Paddocks, Wembley Park",HA9 9HA,Public Gardens,519734,186704,Yes,unrestricted,BRE004
Brent,Butler's Green,"Harrow Road/Watford Road, Sudbury",HA0 2LS,Public Park,516688,185559,Yes,unrestricted,BRE005
Brent,Cambridge Gardens,"Cambridge Gardens, Kilburn",NW6,Garden Square;,525380,183230,Yes,unrestricted,BRE006
Brent,Church Lane Recreation Ground,"Elthorne Way/Church Lane, Kingsbury",NW9,Public Park,520660,188120,Yes,unrestricted,BRE007
Brent,Elmwood Park,"Sudbury Court Road, Elms Lane",HA1,Public Park,516246,186166,Yes,closed at dusk,BRE008
Brent,Eton Grove Open Space,Rugby Road/North Way,NW9 9LD,Public Park,519541,189535,Yes,unrestricted,BRE009
Brent,Fryent Country Park (including Barn Hill Open Space),"Barn Hill/Fryent Way, Kingsbury",NW9,Public Open Land;,519454,187798,Yes,unrestricted,BRE010
Brent,Gladstone Park,"Mulgrave Road/Kendal Road/Dollis Hill Lane/Parkside, Dollis Hill",NW2,Public Park,522431,185799,Yes,unrestricted (Walled Garden locked at dusk),BRE011
Brent,Guinness Brewery Site,"Coronation Road/Twyford Abbey Road, Park Royal",NW10 7RR,Private Open Land,519379,182775,Partially,to check public access,BRE014
Brent,King Edward VII Park,"Park Lane/St John's Road, Wembley",HA9 7RX,Public Park,518269,185632,Yes,unrestricted,BRE016
Brent,Lawns Court,"The Avenue, Wembley Park",HA9 9PN,Housing/Estate Landscaping,518537,186772,No,for residents only,BRE016a
Brent,Liberal Jewish Cemetery,"Pound Lane, Harlesden Road, Willesden",NW10 2HG,Cemetery,522107,184367,Yes,"Mon-Fri 9am - 5pm, Sun and Bank Holidays 9am-4pm (closed Sats, Jewish holidays and 25 December)",BRE017
Brent,Northwick Circle,"Northwick Circle, Kenton",HA3 0EL,Private Garden,517160,188360,No,"private, but landscaped area is visible from surrounding roads",BRE019
Brent,Northwick Park,Watford Road/The Fairway,HA0 3TQ,Public Park,516890,187440,Yes,unrestricted,BRE020
Brent,One Tree Hill Open Space,Norton Road/St James Gardens/Bridgewater Road,HA0,Public Park,517730,184190,Yes,unrestricted,BRE022
Brent,Paddington Old Cemetery *,Willesden Lane,NW6 7SD,Cemetery,524549,183783,Yes,"9am - 4pm (Jan/Feb/Nov/Dec) - 5pm (Oct) - 6pm (Mar) - 7pm (April, Sept) - 8pm (May - August).",BRE023
Brent,Preston Park,"College Road/Montpelier Rise/Carlton Avenue, Preston",HA9 8RN,Public Park,517707,187158,Yes,unrestricted,BRE024
Brent,Queen's Park,"Harvist Road/Kingswood Road/Chevening Road/Milman Road, Kensal Rise",NW6,Public Park,524222,183344,Yes,7.30am - dusk. Pet Corner 11am-5pm weekdays/BHols; weekends 1-5.30pm,BRE025
Brent,"Roe Green Park, including Roe Green Walled Garden","Roe Green/Kingsbury Road/Bacon Lane, Kingsbury",NW9 9HA,Public Park,519846,188970,Yes,"park unrestricted; walled garden open Tues,Thurs, Sat 10.30am -2.30pm (+ occasionally other times)",BRE026
Brent,Roe Green Village,"Bounded by Bacon Lane to east, Stag Lane to west, Roe Lane to north, Goldsmith Lane to south",NW9 9BH,Housing/Estate Landscaping,520074,189382,Yes,unrestricted on public roads and open spaces,BRE027
Brent,Roundwood Park *,"Harlesden Road/Longstone Avenue, Willesden",NW10,Public Park,522074,184073,Yes,8am to dusk. Roundwood Lodge Café open all year round,BRE028
Brent,Silver Jubilee Park,"Townsend Lane/Kingsbury Road, Kingsbury",NW9,Public Park,520980,188159,Yes,unrestricted,BRE033
Brent,St Andrew's Old Churchyard,"Old Church Lane/Church Lane, Kingsbury",NW9 8TA,Churchyard,520615,186873,Yes,unrestricted,BRE029
Brent,St John the Evangelist Churchyard and Wembley Old Burial Ground,"High Road/Harrow Road, Wembley",HA0 2DW,"Churchyard, Cemetery",517859,185138,Yes,unrestricted. Church open Mon-Wed  & 1st Sat of month:10am - 12,BRE030
Brent,St Joseph's Cemetery and St Joseph's Roman Catholic Church,Waverley Avenue (cemetery)/High Road (church) Wembley,HA9,Cemetery,518850,184980,Partially,Church garden unrestricted; cemetery locked,BRE031
Brent,St Mary's Churchyard and Willesden Old Burial Ground,"Neasden Lane/High Road, Willesden",NW10 9JA,Churchyard,521395,184806,Yes,unrestricted,BRE032
Brent,Stonebridge Recreation Ground,Hillside,NW10,Public Park,520310,183910,Yes,unrestricted,BRE034
Brent,Sudbury Court Open Space,Pasture Road/Campden Crescent,HA0,Public Park;,516677,186443,Yes,unrestricted,BRE034a
Brent,Tenterden Fields and John Billam Tenterden Recreation Grounds,Woodcock Hill/Preston Road,HA3 0PN,Public Park,517966,187585,Yes,,BRE035
Brent,The Grange,"Neasden Roundabout, Neasden Lane/Dudden Hill Lane, Neasden",NW10 1QB,Public Gardens,521450,185830,Occasionally,although access generally restricted to users of the building. Nature Reserve is accessible,BRE013
Brent,The Old Orchard,Stonebridge Park/Gloucester Close,NW10,Public Open Land,520620,184330,Yes,daylight hours,BRE021
Brent,United Synagogue Willesden Cemetery,"Beaconsfield Road, Willesden",NW10 2JE,Cemetery,522079,184427,Yes,"Mon-Thurs & Sun: 9am-5pm Summer, 9am-4pm Winter. Friday: 9am-4pm Summer, 9am-3pm Winter",BRE037
Brent,Vale Farm Sports Ground,"Watford Road/East Lane, Wembley",HA0,Public Park,517025,185909,Yes,unrestricted,BRE038
Brent,"Welsh Harp or Brent Reservoir, Welsh Harp Open Space and Neasden Recreation Ground",access via Birchen Grove and Aboyne Road,NW9,Public Open Land;,521351,187280,Yes,unrestricted,BRE039
Brent,Willesden New Cemetery,"Franklyn Road, Willesden",NW10 9TE,Cemetery,521837,184381,Yes,"9am - 4pm (Jan/Feb/Nov/Dec) - 5pm (Oct) - 6pm (Mar) - 7pm (April, Sept) - 8pm (May - August)..",BRE040
Brent,Willesden Sports Ground,"Donnington Road, Willesden Green",NW10,Public Park,522814,183738,Yes,unrestricted (recreation ground),BRE041
Brent,Woodcock Park and Kenton Grange,"Kenton Road/Woodgrange Avenue/Woodcock Hill/Shaftesbury Avenue, Kenton",HA3,Public Park,517750,188600,Yes,unrestricted,BRE042
Bromley,Alexandra Recreation Ground,"Alexandra Road/Maitland Road/Studland Road/Tarragon Grove/Lennard Road/Tannsfield Road, Penge",SE26 5NH,Public Park,535690,170930,Yes,"unrestricted, although the playground is probably locked at dusk",BRO001
Bromley,All Saints' Churchyard,"Bark Hart Road / Ramsden Road, Orpington",BR6 0QD,Churchyard,546684,166491,Yes,,BRO002
Bromley,Beckenham Crematorium and Cemetery,"Elmers End Road, Beckenham",BR3 4TD,Cemetery,535186,168739,Yes,"8am - 6.30pm, car park closes 4.30pm",BRO004
Bromley,Beckenham Green,"High Street/Albermarle Road, Beckenham",BR3 5HZ,Public Open Land,537422,169741,Yes,unrestricted,BRO004a
Bromley,Bertie Almshouses Garden,"31, 31A, 33 Bromley Road, Beckenham",BR3 5NT,Private Garden,538130,169370,No,private,BRO005
Bromley,Bethlem Royal Hospital,"Monks Orchard Road, Monks Orchard, Beckenham, Kent",BR3 3BX,Institutional Grounds,537044,166957,Yes,"Bethlem Museum of the Mind/Bethlem Gallery: Wed-Fri, 1st and last Sat of the month: 11am-5pm",BRO006
Bromley,Betts Park,"Anerley Road/Betts Way/Seymour Villas/Croydon Road, Anerley",SE20 8BD,Public Park,534719,169524,Yes,unrestricted,BRO007
Bromley,Biggin Hill Cemetery,"Kingsmead Road, Biggin Hill, Westerham",TN16 3UB,Cemetery,542056,159281,Yes,daily 10am-7pm (April-September); - 4pm (October-March),BRO008
Bromley,Blake Park,"Beckenham Road/Oak Lodge Drive/Pine Avenue/St David’s Close, West Wickham",BR4 0RQ,Public Park,537861,166507,Yes,unrestricted,BRO009
Bromley,Bromley Civic Centre,"Rochester Avenue, Bromley",BR1 9SA,Public Gardens,540694,169097,Yes,unrestricted,BRO010
Bromley,Bromley College,"London Road, Bromley",BR1 1PE,Private Garden,540045,169584,By appointment only,Tours by prior arrangement with The Chaplain (020 8464 3558),BRO011
Bromley,"Bromley College of Further and Higher Education, Rookery Lane Campus",Rookery Lane/Bromley Common,BR2 8HE,Institutional Grounds,541652,167159,No,college use only,BRO012
Bromley,Broom Hill Common Local Open Space,"Broomhill Road, Orpington",BR6 0HB,Public Open Land,546086,166724,Yes,unrestricted,BRO013
Bromley,Bullers Wood School,"St Nicholas Lane, Logs Hill, Chislehurst",BR7 5LJ,Institutional Grounds,542523,169853,Occasionally,"private, although WEA courses open to the public are held at Bullers Wood.",BRO014
Bromley,Camden Park Golf Course,"Camden Park Road, Chislehurst",BR7 5HJ,Private Open Land,543489,170285,Occasionally,Golf Club members only.  Only access is along the public footpath off Camden Park Rd,BRO015
Bromley,Cator Park,"Kings Hall Road/Aldersmead Road,/Lennard Road, Beckenham",BR3 1NA,Public Park,536392,170168,Yes,unrestricted,BRO016
Bromley,Chelsfield Park Hospital,"Bucks Cross Road, Orpington",BR6 7RG,Institutional Grounds,548510,164260,No,Limited to hospital visitors,BRO017
Bromley,Chelsfield Recreation Ground,"Bucks Cross Road/ Skibbs Lane Chelsfield, Orpington",BR6 6EP,Public Park,583504,164150,Yes,unrestricted,BRO018
Bromley,Chislehurst and St Paul's Cray Commons,Royal Parade; Prince Imperial Road; Ashfield Lane; St Paul Cray's Road,BR7 6NN,Public Open Land,544207,170232,Yes,,BRO018a
Bromley,Chislehurst and Walden Recreation Grounds and Whyte’s Woodland,"Walden Road/Empress Drive/Red Hill, Chislehurst",BR7 5BG,Public Park;,543450,170860,Yes,unrestricted,BRO019
Bromley,Chislehurst Cemetery,"Beaverwood Road, Chislehurst",BR7,Cemetery,545380,171202,Yes,Daily April-Sept: 10am-7pm; October-March 10am-4pm,BRO020
Bromley,Church House Gardens,"Glass Mill Lane/Bromley High Street/Church Road/Ethelbert Road, Bromley",BR2 0EG,Public Park,540082,169100,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO021
Bromley,Churchfields Recreation Ground,"Churchfields Road/Betts Close/Florence Road/Kendall Road, Beckenham",BR3 4XP,Public Park,536060,169140,Yes,unrestricted,BRO022
Bromley,College Green,"North Street/College Road, Bromley",BR1 1PA,Public Open Land,540130,169610,Yes,unrestricted,BRO023
Bromley,Coney Hall Recreation Ground,"Layhams Road/Church Drive off Kings Way, Coney Hall",BR4 9HB,Public Park,539160,164990,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO024
Bromley,Crease Park,"Village Way/Wellhouse Road, Beckenham",BR3 3JR,Public Park,537102,168347,Yes,unrestricted,BRO025
Bromley,Croydon Road Recreation Ground,"Croydon Road/Village Way/Shaftesbury Road, Beckenham",BR3 FD,Public Park,536930,168994,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO026
Bromley,Crystal Palace Park *,"Crystal Palace Park Road/Thicket Road, Sydenham",SE20 8DT,Public Park,534364,170938,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO027
Bromley,Cudham Recreation Ground,"Cudham Lane South/Cudham Lane North, Cudham",TN14 7QB,Public Park,544639,159858,Yes,,BRO028
Bromley,Down House *,"Luxted Road, Downe, Orpington",BR6 7JT,Private Garden,543227,161174,Yes,Open mid March-end June and Sept/Oct Wed-Sun:11-5pm; July/August daily 11-5; mid Feb-March: Wed-Sun 11am-4pm,BRO029
Bromley,Farnborough Recreation Ground,"off Starts Hill Road and Lovibonds Avenue, Farnborough",BR6 7AA,Public Park,543648,165184,Yes,unrestricted (car park closed at dusk),BRO030
Bromley,Fox Hill Green,"Belvedere Road, Fox Hill, Annerley",SE19 2HX,Public Open Land,533890,170140,Yes,unrestricted,BRO031
Bromley,Glentrammon Recreation Ground,"Steep Close/Windsor Drive/Foxbury Drive/Glentramman Road, Green Street Green",BR6 6EJ,Public Park,546000,163857,Yes,unrestricted,BRO032
Bromley,Goddington Park,"Goddington Lane, Orpington",BR6 9DH,Public Park,548907,165114,Yes,unrestricted,BRO033
Bromley,Harvington Sports Ground,"South Eden Park Road/Stone Park Avenue off Eden Park Avenue, Eden Park, Beckenham",BR3 3AT,Public Open Land,537466,168014,Yes,unrestricted,BRO034
Bromley,Hayes Common,Baston Road/Baston Manor Road/Five Elms Road/Croydon Road/Prestons Road/Warren Road/West Common Road/Commonside,BR2 and BR4,Public Open Land,540879,165247,Yes,unrestricted,BRO035
Bromley,Hayes Old Rectory Gardens,"Library Gardens, Hayes Street, Hayes",BR2 7BA,Public Gardens,540562,166180,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO036
Bromley,Hayesford Park,"Letchworth Drive/Mead Way, Bromley",BR2 9BL (Fairacre garden),Housing/Estate Landscaping,540315,167549,Yes,unrestricted,BRO037
Bromley,High Broom Wood,"St David’s Close, West Wickham",BR4 0QZ,Public Open Land,537580,166650,Yes,unrestricted,BRO038
Bromley,High Elms Country Park,"High Elms Road, Green Street Green/Shire Lane, Farnborough",BR6 7JH,Public Park,544530,162920,Yes,unrestricted. Car park 8am - dusk. Nature Centre Mar-Sept 11am-4.30pm (Sat & Sun); Wed 2pm-4.30pm. Winter Weekends 11.30am-4.30pm,BRO039
Bromley,Hollydale Open Space,"Beverley Road/Lakeside Drive/Rowan Walk, Keston Mark",BR2 8QW,Public Park,542365,165403,Yes,unrestricted,BRO040
Bromley,Holwood Park *,"Westerham Road, Keston",BR2 6HZ,Private Open Land,541760,163592,To check,London Loop runs across south-west corner of site,BRO041
Bromley,"Holy Trinity Churchyard, Bromley Common","Church Lane, Bromley Common",BR2 8LB,Churchyard,542250,166500,Yes,"unrestricted. Church normally locked, only open for services",BRO042
Bromley,Husseywell Open Space and The Knoll,"Pickhurst Lane/Husseywell Crescent; Pickhurst Lane/Ridgeway, Hayes",BR2 7LN,Public Park,540270,166120,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO043
Bromley,Jubilee Country Park,Southborough Lane/Blackbrook Lane/Thornet Wood Road,BR1 2LN,Public Park,543502,167881,Yes,unrestricted,BRO044
Bromley,Kelsey Park,Stone Park Avenue/Manor Way/Wickham Road/access from Beckenham High Street via Kelsey Park Road,BR3 3LH,Public Park,537643,168840,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk (see Friends of Kelsey Park website for seasonal closing times),BRO045
Bromley,Keston Common,"Westerham Road/Heathfield Road/Fishponds Road, Keston",BR2 6BU,Public Open Land,541743,164076,Yes,unrestricted,BRO046
Bromley,Keston Parish Churchyard,"Church Road, Keston",BR2 6HT,Churchyard,541860,162974,Yes,Church and car park open during services and on Thursday afternoons 1.30-3.45pm during term-time,BRO047
Bromley,Kevington Manor,"Crockenhill Road/Blacksmiths Lane, St Mary Cray",BR5,Private Open Land,547950,"167950
167590",No,private,BRO048
Bromley,King William IV Gardens,"St John's Road, Penge",SE20 7EG,Private Garden,535305,170570,No,,BRO049
Bromley,Kingswood Glen,"South Hill Road/ Kingswood Avenue, Shortlands",BR2 0RL,Public Park,539254,168178,Yes,unrestricted,BRO049a
Bromley,Langley Park,"Barnfield Wood Road, Beckenham",BR3,Private Open Land,538378,167044,No,private,BRO050
Bromley,London Road Cemetery,"Warner Road, Bromley",BR1 3RR,Cemetery,539768,170265,Yes,Daily 10am-4pm (October-March)/ 10am-7pm (April-September),BRO051
Bromley,Martins Hill,"Church Road/Martins Road/Glassmill Lane/Queensmead Road, Bromley",BR2 0DG,Public Park,539869,169216,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO052
Bromley,Mottingham Sports Ground,"Grove Park Road, Mottingham",SE9 4QE,Public Open Land,541848,172477,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO053
Bromley,Norman Park,Hayes Lane/Bromley Common,BR2 9PF,Public Park,541060,167390,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO054
Bromley,Parkfield Recreation Ground,"Magpie Hall Lane/Whitebeam Avenue, Southborough (Coppice Estate)",BR2 8DD,Public Park,543015,167358,Yes,unrestricted (tarmac footpath runs across north to east),BRO056
Bromley,Penge Recreation Ground,"High Street/Blean Grove/Laurel Grove/Maple Road, Penge",SE20 7HQ,Public Park,535218,170279,Yes,unrestricted,BRO057
Bromley,Petts Wood,"St Paul’s Cray Road, Orpington",BR7 6QU,Public Open Land,544449,168920,Yes,unrestricted,BRO058
Bromley,"Pixfield Court Grounds, Valley School Field, Allotments and Bromley Hill Wood","Beckenham Lane, Bromley",BR2 0DG,Housing/Estate Landscaping;,539710,169340,No,"private (Pixfield Court, Valley School Field). Allotments & woodland by appointment only",BRO058b
Bromley,Plaistow Cemetery,"Burnt Ash Lane, Bromley",BR1 5AF,Cemetery,540488,170685,Yes,Daily 10am-4pm (October-March)/ 10am-7pm (April-September). Chapel only open for funeral services.,BRO059
Bromley,Priory Gardens *,"Ramsden Road/Church Hill, Orpington",BR6 OHH,Public Park,546686,166721,Yes,7.30am weekdays/9am Sat/Sun/BHs - half hour after dusk,BRO060
Bromley,Queen's Gardens,"Kentish Way, Bromley",BR1 1HD,Public Gardens,540450,169203,Yes,unrestricted,BRO061
Bromley,Queensmead,"Queensmead Road, Bromley",BR2 0ER,Public Park,539682,169136,Yes,unrestricted,BRO062
Bromley,River Pool Walkway,"Lennard Road/Kangley Bridge Road, Beckenham",BR3 1QR,Public Open Land,536409,170719,Yes,unrestricted,BRO064
